"","team","average_ pos","average_ fgm","average_ fga","average_ fg_pct","average_ tpm","average_ tpa","average_ tp_pct","average_ ftm","average_ fta","average_ ft_pct","average_ oreb","average_ dreb","average_ reb","average_ ast","average_ stl","average_ blk","average_ to","average_ pf","average_ pts","average_ opp_fgm","average_ opp_fga","average_ opp_fg_pct","average_ opp_tpm","average_ opp_tpa","average_ opp_tp_pct","average_ opp_ftm","average_ opp_fta","average_ opp_ft_pct","average_ opp_oreb","average_ opp_dreb","average_ opp_reb","average_ opp_ast","average_ opp_stl","average_ opp_blk","average_ opp_to","average_ opp_pf","average_ opp_pts","average_ pts_scored","average_ pts_allowed","average_ adj_o","average_ adj_d","average_ off_ppp","average_ off_efg","average_ off_to","average_ off_or","average_ off_ftr","average_ def_ppp","average_ def_efg","average_ def_to","average_ def_or","average_ def_ftr","average_ game_score","average_ tempo","average_ avg_marg","barthag","barthag_rk","adj_o.x","adj_o_rk.x","adj_d.x","adj_d_rk.x","adj_t.x","adj_t_rk.x","wab","nc_elite_sos","nc_fut_sos","nc_cur_sos","ov_elite_sos","ov_fut_sos","ov_cur_sos","rk","adj_em","adj_o.y","adj_o_rk.y","adj_d.y","adj_d_rk.y","adj_t.y","adj_t_rk.y","luck","luck_rk","sos_adj_em","sos_adj_em_rk","sos_opp_o","sos_opp_o_rk","sos_opp_d","sos_opp_d_rk","ncsos_adj_em","ncsos_adj_em_rk","win_percentage","is_ranked","is_unranked","rank"
"11","Davidson",70.8823529411765,27,62.2941176470588,0.434858110965813,8.61764705882353,24.2352941176471,0.35445937265209,14.3529411764706,20.5882352941176,0.689125782135366,13.0882352941176,25.9117647058824,39,13.9411764705882,7.64705882352941,3.26470588235294,12.5,20.2647058823529,76.9705882352941,21.7647058823529,55.1176470588235,0.394223559884715,6.05882352941176,18.6764705882353,0.318304133383668,15.7941176470588,22.8235294117647,0.692322077486461,11.5882352941176,25.6764705882353,37.2647058823529,9.85294117647059,5.52941176470588,2.64705882352941,16.8529411764706,19.0294117647059,65.3823529411765,76.9705882352941,65.3823529411765,103.685294117647,91.4558823529412,107.785294117647,50.4235294117647,17.4529411764706,33.5058823529412,33.7,91.4911764705882,44.9441176470588,23.6794117647059,30.6147058823529,41.7147058823529,73.3264705882353,71.3382352941177,NA,0.770772,75,101.953,151,91.7499,24,71.5945,23,-1.172243273474,35,0.6427,0.6427,16,0.4271,0.4271,64,12.06,105.1,129,93.1,26,70,23,0.003,153,-3.79,245,102.8,172,106.6,319,8.47,23,0.771428571428571,0,1,0
"12","Texas",67.4,26.2,58.9428571428571,0.448124875276095,4.74285714285714,14.4571428571429,0.325074876651786,15.2,22.7714285714286,0.669905276766247,14.1714285714286,24.6571428571429,38.8285714285714,12.8,6.2,5.34285714285714,12.6285714285714,19.2571428571429,72.3428571428571,22.8571428571429,56.2285714285714,0.408010957499634,5.97142857142857,17.4,0.350048374940381,13.9142857142857,20.6,0.66534617143992,11.9714285714286,21.9428571428571,33.9142857142857,11.0285714285714,6.22857142857143,2.91428571428571,13.6,20.2,65.6,72.3428571428571,65.6,110.617142857143,90.7628571428571,106.885714285714,48.8857142857143,18.6171428571429,39.1028571428571,39.1885714285714,96.8257142857143,46.1257142857143,19.9771428571429,32.58,37.2285714285714,84.4857142857143,67.4457142857143,NA,0.902722,23,111.575,39,91.9246,26,66.4878,178,2.619367542886,25,0.5742,0.5742,34,0.7218,0.7218,22,19.65,112.2,42,92.5,20,65.4,160,-0.048,288,10.16,17,109.2,8,99,36,2.01,108,0.657142857142857,0,1,0
"13","Xavier",66.7058823529412,24.2058823529412,52.9411764705882,0.459011744546671,6.88235294117647,17.4705882352941,0.390983370792337,16.1764705882353,23.9705882352941,0.680637079274228,12.0294117647059,27.3529411764706,39.3823529411765,13.1176470588235,5.17647058823529,4.88235294117647,14.5882352941176,18.5588235294118,71.4705882352941,21.9705882352941,56.6764705882353,0.38965838323107,5.64705882352941,17.4411764705882,0.320388821589254,12.4411764705882,18.8235294117647,0.652035802257944,10.5294117647059,20.5294117647059,31.0588235294118,11.9705882352941,6.91176470588235,4.32352941176471,12.3529411764706,20.7647058823529,62.0294117647059,71.4705882352941,62.0294117647059,109.164705882353,89.7117647058824,106.547058823529,52.4558823529412,21.4970588235294,36.8294117647059,47.0676470588235,92.3235294117647,44.0235294117647,18.4205882352941,27.4882352941176,33.9823529411765,83.7176470588235,66.9352941176471,NA,0.903339,21,109.053,63,89.7916,12,67.2245,147,2.7753502958156,30,0.6778,0.6778,25,0.6424,0.6424,20,20.24,111,53,90.8,12,65.8,149,-0.008,185,5.81,64,105.8,68,100,62,7.97,24,0.771428571428571,1,0,20
"14","Louisville",68.5945945945946,27.0540540540541,59.1621621621622,0.457664222625366,8.24324324324324,22.3513513513514,0.371691821146627,11.9189189189189,18.5675675675676,0.643970087774656,12.5405405405405,25.1621621621622,37.7027027027027,16.8918918918919,9.05405405405405,6.02702702702703,13.7297297297297,16.8918918918919,74.2702702702703,22.4054054054054,56.6756756756757,0.395978882574839,5.35135135135135,17.2972972972973,0.302887399300106,11.6486486486486,17.1081081081081,0.688955643991923,12.0540540540541,23.0810810810811,35.1351351351351,12.1081081081081,6.64864864864865,3.05405405405405,16.1081081081081,16.7027027027027,61.8108108108108,74.2702702702703,61.8108108108108,111.105405405405,84.8189189189189,107.435135135135,52.754054054054,19.8918918918919,35.0297297297297,32.6648648648649,89.8540540540541,44.3324324324324,23.3243243243243,32.5810810810811,31.3432432432432,88.1108108108108,68.7756756756757,NA,0.957685,4,112.014,32,85.4023,2,68.2497,105,8.0314165283698,14,0.5651,0.5651,32,0.7235,0.7235,5,26.06,111.2,49,85.2,2,66.9,103,0.068,25,9.57,27,108.6,17,99,37,-0.19,161,0.837837837837838,1,0,1
"15","Villanova",69.578947368421,26.0526315789474,57.7105263157895,0.451378470320249,6.5,18.4473684210526,0.350684326054214,18.2105263157895,24.1842105263158,0.754666679127494,12.5526315789474,25.578947368421,38.1315789473684,14.5,7.89473684210526,3.36842105263158,13.2894736842105,19.2894736842105,76.8157894736842,22.4736842105263,55.7105263157895,0.4038380502632,7.78947368421053,23.1052631578947,0.333840707101346,14.6315789473684,21.578947368421,0.678641751189215,10.9210526315789,22.2631578947368,33.1842105263158,13.7631578947368,6.28947368421053,3.42105263157895,15.1842105263158,20.2368421052632,67.3684210526316,76.8157894736842,67.3684210526316,113.105263157895,90.2131578947368,109.352631578947,50.7526315789474,19.0184210526316,35.6368421052632,42.7473684210526,95.4973684210526,47.4026315789474,21.8210526315789,29.4263157894737,39.3605263157895,88.078947368421,69.8552631578947,NA,0.936158,14,113.855,22,90.1447,14,68.699,86,5.9841730221669,13,0.4487,0.4487,36,0.7019,0.7019,13,23.89,114.4,24,90.5,10,68.3,62,0.021,116,9.99,22,108.9,14,98.9,32,-5.37,286,0.789473684210526,1,0,11
"16","Michigan St.",66.421052631579,25.3157894736842,56.1842105263158,0.450516729291224,5.28947368421053,14.9210526315789,0.352811824063312,16.1052631578947,23.078947368421,0.70921892948812,14.0263157894737,24.9736842105263,39,16.078947368421,6.52631578947368,2.81578947368421,14,19.2894736842105,72.0263157894737,22.078947368421,53.1052631578947,0.416852548012078,6.02631578947368,18.9473684210526,0.318599394277298,13.5,19.3947368421053,0.698947718253276,9.28947368421053,20.3947368421053,29.6842105263158,11.5789473684211,6.02631578947368,3.47368421052632,13.5526315789474,19.8947368421053,63.6842105263158,72.0263157894737,63.6842105263158,113.502631578947,89.4473684210526,107.889473684211,49.7763157894737,20.9763157894737,40.7078947368421,42.1078947368421,95.1894736842105,47.4657894736842,20.3605263157895,26.5947368421053,36.7131578947368,86.0157894736842,66.8552631578947,NA,0.940211,9,113.239,25,89.1136,8,67.8137,129,7.3609554427441,27,0.6293,0.6293,37,0.7595,0.7595,9,24.37,114.3,26,89.9,6,66.5,112,0.091,11,12.33,2,109.4,5,97.1,2,5.81,42,0.81578947368421,1,0,8
"17","Wisconsin",59.6666666666667,22.2727272727273,51.0909090909091,0.437965989870736,6.45454545454545,17.9393939393939,0.37301734864358,12.8181818181818,17.6666666666667,0.731800086385005,9.6060606060606,21.3030303030303,30.9090909090909,11.9090909090909,4.93939393939394,2.60606060606061,10,16.030303030303,63.8181818181818,21.2121212121212,48.2424242424242,0.445226127953661,4.78787878787879,14.6969696969697,0.333779752499848,11.8181818181818,16.4545454545455,0.721485039588847,7.39393939393939,21.1212121212121,28.5151515151515,10.3939393939394,4.33333333333333,2.45454545454545,11.6363636363636,18,59.030303030303,63.8181818181818,59.030303030303,112,94.269696969697,106.624242424242,50.1818181818182,16.5,31.2787878787879,35.2606060606061,98.539393939394,49.5787878787879,19.1636363636364,25.3090909090909,35.8545454545455,81.4030303030303,59.1666666666667,NA,0.881254,29,111.531,40,93.6922,42,60.4371,334,0.33090519535748,23,0.5562,0.5562,33,0.7162,0.7162,29,17.62,113.3,31,95.7,46,59.1,333,-0.052,299,9.51,28,107.3,44,97.8,9,1.32,121,0.606060606060606,0,1,0
"18","Stanford",67.3529411764706,26.2058823529412,56.9411764705882,0.459767835575592,7.3235294117647,19.0882352941176,0.390696302462315,13.4411764705882,19.0588235294118,0.704224160618368,10.7647058823529,21.3823529411765,32.1470588235294,15,6.6764705882353,2.32352941176471,12.5882352941176,16.5882352941176,73.1764705882353,25.7647058823529,54.2647058823529,0.473981522951336,4.82352941176471,13.7352941176471,0.355159661561046,12.2352941176471,17.7941176470588,0.682259975194845,9.73529411764706,22.8529411764706,32.5882352941176,12.5588235294118,6.47058823529412,2.94117647058824,14.9705882352941,18,68.5882352941177,73.1764705882353,68.5882352941177,111.302941176471,95.8647058823529,107.688235294118,52.4941176470588,18.5735294117647,31.7117647058824,34.2235294117647,101.232352941176,51.9441176470588,21.7735294117647,30.8205882352941,33.5470588235294,75.8029411764706,67.6941176470588,NA,0.842955,48,111.741,36,96.5507,75,69.0917,76,-1.0712254169966,9,0.4399,0.4399,30,0.6844,0.6844,52,14.13,112.5,39,98.3,77,67.5,80,-0.022,234,7.65,52,107.6,38,99.9,58,-4.87,278,0.588235294117647,0,1,0
"19","Washington St.",58.7878787878788,21.6666666666667,49.969696969697,0.437077594360389,5.48484848484848,15.9090909090909,0.338164918644103,10.3939393939394,13.5151515151515,0.758182812985399,8.12121212121212,24.4545454545455,32.5757575757576,12.4242424242424,3.78787878787879,4.3030303030303,11.3939393939394,15.030303030303,59.2121212121212,18.969696969697,48.969696969697,0.387813988621179,5.84848484848485,16.1515151515152,0.372888463357449,11.6363636363636,16.5151515151515,0.711097780765119,8.15151515151515,21.5757575757576,29.7272727272727,9.75757575757576,5.81818181818182,2.15151515151515,10.4545454545455,14.6969696969697,55.4242424242424,59.2121212121212,55.4242424242424,102.412121212121,86.8909090909091,99.8454545454545,49.2545454545455,19.0939393939394,27.4424242424242,27.8454545454545,93.6969696969697,44.769696969697,17.4333333333333,24.7606060606061,34.5242424242424,76.0484848484848,59,NA,0.865232,37,103.565,130,88.1031,6,59.1309,340,-1.3848769181705,22,0.5101,0.5101,35,0.7092,0.7092,49,14.58,105,133,90.4,8,57.6,340,-0.076,327,10.04,20,109.8,3,99.7,52,-1.96,206,0.515151515151515,0,1,0
"20","West Virginia",65.4571428571429,25.3142857142857,59.0571428571429,0.429460281107825,6.6,20.0857142857143,0.326975915004038,14.8,21.2,0.708866921790296,15.2,23.0857142857143,38.2857142857143,15.1428571428571,6.65714285714286,4.54285714285714,12,18.8571428571429,72.0285714285714,21.7714285714286,51.8,0.421342809614569,4.68571428571429,15.5142857142857,0.286294923318364,13.5714285714286,19.8857142857143,0.679579586955142,10.6285714285714,21.8285714285714,32.4571428571429,11.3428571428571,6.17142857142857,3.45714285714286,15.4571428571429,18.9142857142857,61.8,72.0285714285714,61.8,113.42,88.72,109.16,48.5114285714286,18.0457142857143,40.66,36.7257142857143,94.1057142857143,46.6714285714286,23.1828571428571,31.1857142857143,39.1771428571429,85.8485714285714,65.8,NA,0.93997,10,114.359,21,90.0285,13,65.6298,223,3.8904021735013,20,0.5662,0.5662,36,0.7229,0.7229,11,24.21,115.1,19,90.9,13,63.7,240,-0.067,315,10.95,8,108.9,12,98,10,2.11,107,0.657142857142857,0,1,0
"21","Tennessee",71.1176470588235,28.1470588235294,61.9117647058824,0.458624458650984,6.73529411764706,21.4117647058824,0.322982497576411,15.3529411764706,22.7058823529412,0.678212578102209,14.2647058823529,24.4411764705882,38.7058823529412,16.2941176470588,6.61764705882353,3.64705882352941,13.2941176470588,18.9117647058824,78.3823529411765,25.4117647058824,57.3529411764706,0.4459334928618,7.20588235294118,21.4117647058824,0.336089032850014,14.4705882352941,21.1176470588235,0.681639146556685,10.9705882352941,23.3529411764706,34.3235294117647,13.5,6,3.47058823529412,15.0882352941176,19.3823529411765,72.5,78.3823529411765,72.5,114.205882352941,96.1705882352941,109.320588235294,51.3970588235294,18.4441176470588,37.1823529411765,37.6,101.723529411765,50.9294117647059,21.0294117647059,31.2176470588235,37.6970588235294,80.0058823529412,71.3382352941177,NA,0.877425,30,114.417,20,96.4182,72,69.4222,68,1.2085741306897,35,0.6836,0.6836,32,0.7285,0.7285,32,16.48,115.1,20,98.7,83,67.7,72,-0.032,261,9.4,31,107.9,31,98.5,21,9.15,21,0.61764705882353,0,1,0
"22","Western Kentucky",66.0909090909091,25.6363636363636,56.5454545454545,0.455193438740983,7.96969696969697,21.1515151515152,0.380117448529599,13.2424242424242,19.1212121212121,0.68870891034467,12.5454545454545,24.030303030303,36.5757575757576,13.4848484848485,5.66666666666667,3.3030303030303,13.3636363636364,17.4242424242424,72.4848484848485,24.6060606060606,56.030303030303,0.441022472442808,6.27272727272727,17.969696969697,0.341905565273142,12.0909090909091,17.5454545454545,0.687843071652574,10.7272727272727,21.3030303030303,32.030303030303,13.030303030303,6.27272727272727,2.39393939393939,13.1515151515152,18.4848484848485,67.5757575757576,72.4848484848485,67.5757575757576,108.89696969697,101.954545454545,109.039393939394,52.5878787878788,20,37.2121212121212,35.0818181818182,101.551515151515,49.6606060606061,19.7212121212121,30.3606060606061,32.1333333333333,63.0181818181818,66.6212121212121,NA,0.704048,92,109.081,62,101.162,171,66.7723,167,-2.1372598479597,28,0.6266,0.6266,17,0.4884,0.4884,88,8.1,111.1,52,103,173,65.6,155,0.092,10,-0.6,173,102.2,197,102.8,162,6.63,36,0.735294117647059,0,1,0
"23","Virginia Tech",68.8529411764706,24.8529411764706,56.8823529411765,0.437577669981843,6.08823529411765,18.0882352941176,0.333407128965671,16.8529411764706,23.2647058823529,0.726172483853013,12.2352941176471,24.9411764705882,37.1764705882353,13.3529411764706,6.5,4.55882352941176,13.5,18.2058823529412,72.6470588235294,24.7647058823529,58.8235294117647,0.422899290265444,7,20.7058823529412,0.332491501338111,14.2058823529412,19.5,0.726671187231947,11.5,22.4411764705882,33.9411764705882,13.3529411764706,6.05882352941176,3.61764705882353,12.8529411764706,19.3529411764706,70.7352941176471,72.6470588235294,70.7352941176471,108.426470588235,96.95,104.835294117647,49.1529411764706,19.4676470588235,35.2029411764706,41.6558823529412,102.282352941176,48.2470588235294,18.4705882352941,31.5911764705882,33.6529411764706,71.8882352941176,68.0676470588235,NA,0.79242,68,109.437,56,97.4034,89,66.7199,169,-1.7782673465547,14,0.4581,0.4581,30,0.6782,0.6782,72,11.37,110.9,55,99.5,97,65.4,168,-0.007,184,8.01,43,107.5,40,99.5,48,-2.87,227,0.558823529411765,0,1,0
