"","team","average_ pos","average_ fgm","average_ fga","average_ fg_pct","average_ tpm","average_ tpa","average_ tp_pct","average_ ftm","average_ fta","average_ ft_pct","average_ oreb","average_ dreb","average_ reb","average_ ast","average_ stl","average_ blk","average_ to","average_ pf","average_ pts","average_ opp_fgm","average_ opp_fga","average_ opp_fg_pct","average_ opp_tpm","average_ opp_tpa","average_ opp_tp_pct","average_ opp_ftm","average_ opp_fta","average_ opp_ft_pct","average_ opp_oreb","average_ opp_dreb","average_ opp_reb","average_ opp_ast","average_ opp_stl","average_ opp_blk","average_ opp_to","average_ opp_pf","average_ opp_pts","average_ pts_scored","average_ pts_allowed","average_ adj_o","average_ adj_d","average_ off_ppp","average_ off_efg","average_ off_to","average_ off_or","average_ off_ftr","average_ def_ppp","average_ def_efg","average_ def_to","average_ def_or","average_ def_ftr","average_ game_score","average_ tempo","average_ avg_marg","barthag","barthag_rk","adj_o.x","adj_o_rk.x","adj_d.x","adj_d_rk.x","adj_t.x","adj_t_rk.x","wab","nc_elite_sos","nc_fut_sos","nc_cur_sos","ov_elite_sos","ov_fut_sos","ov_cur_sos","rk","adj_em","adj_o.y","adj_o_rk.y","adj_d.y","adj_d_rk.y","adj_t.y","adj_t_rk.y","luck","luck_rk","sos_adj_em","sos_adj_em_rk","sos_opp_o","sos_opp_o_rk","sos_opp_d","sos_opp_d_rk","ncsos_adj_em","ncsos_adj_em_rk","win_percentage","is_ranked","is_unranked","rank"
"1","Kansas",70.6274305555555,27.8333333333333,59.5,0.466457554557763,6.97222222222222,20.1111111111111,0.3458849668117,12.7777777777778,17.75,0.7077895953182,9.80555555555556,26.1388888888889,35.9444444444444,16.3888888888889,8.80555555555556,3.86111111111111,12.3333333333333,16.6111111111111,75.4166666666667,24.25,58.4166666666667,0.416595095819149,6.38888888888889,20.6111111111111,0.30553880513746,13.1666666666667,18.1666666666667,0.713192996220027,10.5277777777778,24.3333333333333,34.8611111111111,11.2777777777778,6.11111111111111,2.80555555555556,14.2777777777778,16.0555555555556,68.0555555555556,75.4166666666667,68.0555555555556,113.447222222222,91.9,106.655555555556,52.5777777777778,17.4888888888889,28.7138888888889,30.7333333333333,96.4888888888889,47.1444444444444,20.1888888888889,28.5305555555556,31.45,84.5611111111111,70.1694444444444,NA,0.91765,14,113.792,31,92.2711,13,69.0313,83,10.072110283431,27,0.646,0.646,38,0.7766,0.7766,9,22.85,114.6,25,91.8,11,69.2,75,0.082,28,13.38,1,111,5,97.6,2,6.59,21,0.777777777777778,1,0,4
"2","Memphis",72.9892857142857,28.6857142857143,59.8857142857143,0.480413516575679,6.14285714285714,17.4,0.347625708702594,15.8571428571429,21.2285714285714,0.74507950607219,10.4,25.4571428571429,35.8571428571429,15.6,8.6,4.51428571428571,13.3428571428571,18.2285714285714,79.3714285714286,24.2285714285714,60.4,0.403181980560866,7.97142857142857,25.9142857142857,0.307623478956606,15.3428571428571,20.7714285714286,0.724923399122088,12.3714285714286,22.9142857142857,35.2857142857143,13.4285714285714,7.22857142857143,4.02857142857143,15.1714285714286,18.5428571428571,71.7714285714286,79.3714285714286,71.7714285714286,113.594285714286,94.4085714285714,108.551428571429,53.2285714285714,18.3,30.8371428571429,35.74,98.0514285714286,46.96,20.8028571428571,32.2828571428571,34.6485714285714,84.34,72.22,NA,0.90301,16,115.352,20,95.0097,30,70.9986,24,4.7174638571503,26,0.642,0.642,28,0.6787,0.6787,20,18.53,114.6,26,96.1,38,71.1,22,-0.051,294,7.27,60,108.2,64,101,56,5.98,26,0.742857142857143,1,0,24
"3","North Carolina",70.6784090909091,26.2424242424242,60.5151515151515,0.434976296654187,7.09090909090909,22.7878787878788,0.303962792606457,16.6060606060606,22.3939393939394,0.734157649446505,11.1818181818182,28.3030303030303,39.4848484848485,11.9090909090909,5.39393939393939,3.87878787878788,10.7575757575758,16.8181818181818,76.1818181818182,26.5454545454545,61.0909090909091,0.435444729776677,6.45454545454546,19.5757575757576,0.317192561120534,11.3636363636364,16.0606060606061,0.692921363903632,8.6060606060606,25.5454545454545,34.1515151515151,11.1212121212121,5.6969696969697,3.45454545454545,10.5151515151515,18.6969696969697,70.9090909090909,76.1818181818182,70.9090909090909,111.248484848485,96.1818181818182,107.630303030303,49.4181818181818,15.2151515151515,29.9363636363636,38.1030303030303,100.236363636364,48.7969696969697,14.769696969697,22.8212121212121,26.869696969697,79.9666666666667,69.3787878787879,NA,0.84312,40,111.532,51,96.3596,44,68.8276,96,-0.65756773242368,26,0.6496,0.6496,27,0.6887,0.6887,43,15.01,112.2,51,97.2,46,68.8,99,-0.072,327,7.68,50,109.2,41,101.5,61,6.63,20,0.606060606060606,0,1,0
"4","UCLA",67.1679054054054,27.9189189189189,60.6756756756757,0.461855434269348,6.13513513513514,17.5945945945946,0.353920411265949,12.1621621621622,16.6486486486486,0.711733777383682,11.3243243243243,24.1081081081081,35.4324324324324,14.5405405405405,8.37837837837838,3.83783783783784,10.027027027027,15.4864864864865,74.1351351351351,21.9459459459459,53.8378378378378,0.408506354907342,6.48648648648649,20.8648648648649,0.307471553240581,10.2972972972973,14.7837837837838,0.678618764660291,9.48648648648649,22.9459459459459,32.4324324324324,11.1621621621622,4.62162162162162,2.67567567567568,15.6756756756757,16.4864864864865,60.6756756756757,74.1351351351351,60.6756756756757,114.056756756757,87.627027027027,110.337837837838,51.2702702702703,14.9189189189189,32.6783783783784,28.1459459459459,90.3837837837838,46.9459459459459,23.2648648648649,27.6702702702703,27.7621621621622,92.3324324324324,67.1702702702703,NA,0.952842,4,114.914,23,88.482,2,66.0718,234,8.4028705301673,19,0.5269,0.5269,29,0.696,0.696,3,27.29,115.2,21,88,2,66.1,235,-0.009,218,8.7,39,109.2,38,100.5,47,0.15,155,0.837837837837838,1,0,7
"5","Bradley",66.1459558823529,26.0294117647059,56.8529411764706,0.457553688978384,7.85294117647059,22.3529411764706,0.346922451339289,10.0882352941176,15.2647058823529,0.663752376439199,9.76470588235294,25.7058823529412,35.4705882352941,13.2352941176471,6.70588235294118,3.88235294117647,11.8235294117647,16.2647058823529,70,21.6764705882353,53.4705882352941,0.40581098258659,6.61764705882353,20.5588235294118,0.323304968291557,12.8529411764706,17.1764705882353,0.743656390642441,8.02941176470588,23.6764705882353,31.7058823529412,10.5882352941176,6.41176470588235,2.44117647058824,12.5294117647059,15.8235294117647,62.8235294117647,70,62.8235294117647,105.297058823529,96.2117647058824,105.641176470588,52.6794117647059,17.8352941176471,29.4294117647059,27.2205882352941,94.9558823529412,46.7676470588235,18.9205882352941,23.7294117647059,32.6029411764706,64.9882352941176,65.8970588235294,NA,0.71748,92,106.026,138,97.7721,63,65.2178,281,-1.3902827800073,20,0.4725,0.4725,16,0.4817,0.4817,90,8.27,106.8,142,98.5,63,65.3,279,0.059,54,-1.15,174,103.5,235,104.6,136,-0.05,162,0.714285714285714,0,1,0
"6","Tulsa",69.27125,23.8333333333333,57.7333333333333,0.411238780443042,7.66666666666667,24.5,0.313127023262705,9.96666666666667,15.4333333333333,0.624995394039512,9.03333333333333,22.9,31.9333333333333,11.5666666666667,5.46666666666667,1.5,13.2333333333333,15.4666666666667,65.3,28.8,60.7666666666667,0.47453308964842,7.53333333333333,24.0666666666667,0.305829142818712,12.3,16.8666666666667,0.730693750863087,11.3,27.3,38.6,16.4666666666667,7.46666666666667,3.7,11.8,15.8333333333333,77.4333333333333,65.3,77.4333333333333,97.9633333333333,108.526666666667,94.0233333333333,47.7966666666667,19.0866666666667,24.9133333333333,27.3366666666667,112.21,53.6366666666667,17.03,32.7666666666667,28.7833333333333,28.9733333333333,68.6833333333333,NA,0.232054,300,98.5226,289,109.328,284,67.9713,139,-15.778133797613,13,0.4366,0.4366,22,0.5994,0.5994,316,-12.45,98.8,296,111.2,311,67.8,148,-0.046,287,3.48,98,106.3,107,102.8,85,-3.81,275,0.166666666666667,0,1,0
"7","Massachusetts",70.6600806451613,25,60.258064516129,0.414528308889751,5.87096774193548,17.9032258064516,0.321622618586446,13.9032258064516,19.4193548387097,0.702042282760968,13.0322580645161,25.258064516129,38.2903225806452,13.6451612903226,6.80645161290323,3.83870967741935,14.2903225806452,17.4838709677419,69.7741935483871,25.1290322580645,57.8709677419355,0.436029601824786,7.80645161290323,23.5806451612903,0.330380577995992,13.3548387096774,18.741935483871,0.71286928532391,9.7741935483871,24.7741935483871,34.5483870967742,14.8709677419355,7.74193548387097,3.48387096774194,13.5806451612903,18.6774193548387,71.4193548387097,69.7741935483871,71.4193548387097,99.0645161290323,101.583870967742,98.4645161290323,46.2774193548387,20.2354838709677,34.1,32.6935483870968,101.170967741935,50.3483870967742,19.1677419354839,27.7,33.2516129032258,45.5516129032258,70.6645161290323,NA,0.405277,214,99.288,278,102.655,145,70.5432,31,-9.2928332959992,15,0.5121,0.5121,14,0.5188,0.5188,212,-2.9,100.7,266,103.6,140,70.5,34,0.036,84,-0.55,154,104.1,195,104.7,141,-1.06,190,0.483870967741935,0,1,0
"8","Ohio St.",66.4075,27.0857142857143,58.6,0.463087922304068,6.82857142857143,18.5714285714286,0.367073207350255,11.5142857142857,15.5714285714286,0.741360148392634,10.5428571428571,25.3428571428571,35.8857142857143,11.7142857142857,5.17142857142857,3.77142857142857,10.7142857142857,16.4571428571429,72.5142857142857,25.1142857142857,58.4571428571429,0.432290878558885,6.88571428571429,21.4571428571429,0.325655680908478,11.8571428571429,16.4,0.725573250279133,10.1428571428571,22.9714285714286,33.1142857142857,12.3428571428571,4.68571428571429,2.82857142857143,10.5428571428571,15.6,68.9714285714286,72.5142857142857,68.9714285714286,115.062857142857,99.0342857142857,109.345714285714,52.1228571428571,16.0085714285714,31.4971428571429,27.0971428571429,104.368571428571,49.1685714285714,15.8542857142857,28.7685714285714,28.3942857142857,75.5514285714286,65.92,NA,0.832219,45,115.789,17,100.737,106,65.9928,242,-3.0598907716641,22,0.4897,0.4897,34,0.7236,0.7236,49,14.11,115.7,19,101.6,106,65.9,247,-0.12,361,11.18,9,110.2,14,99.1,9,-2.53,241,0.457142857142857,0,1,0
"9","Mississippi",66.8893939393939,24.7272727272727,58.5757575757576,0.422443351982513,6.15151515151515,20.3333333333333,0.301572025245684,11.8787878787879,17.0909090909091,0.709692374666575,12,23.7575757575758,35.7575757575758,13.0909090909091,7.12121212121212,3.72727272727273,12.2121212121212,15.9090909090909,67.4848484848485,24.8181818181818,56.7575757575758,0.440018645615085,6.60606060606061,19.5454545454545,0.341395959643848,12.8181818181818,17.2121212121212,0.746353380498275,10.1212121212121,24.030303030303,34.1515151515151,13.8787878787879,7.09090909090909,2.78787878787879,12.0606060606061,15.3333333333333,69.0606060606061,67.4848484848485,69.0606060606061,105.215151515152,99.5787878787879,100.748484848485,47.569696969697,18.2909090909091,32.8090909090909,29.6393939393939,103.360606060606,49.8818181818182,17.9818181818182,29.5363636363636,30.7545454545455,61.2363636363636,66.6545454545455,NA,0.645902,113,106.243,134,100.833,107,65.9904,243,-8.4754697036235,20,0.5615,0.5615,28,0.667,0.667,122,4.6,106.5,148,101.9,111,66,239,-0.078,335,7.33,57,108.1,67,100.8,50,1.18,124,0.363636363636364,0,1,0
"10","Florida",69.9689393939394,25.1515151515152,57.6969696969697,0.437259268831338,6.66666666666667,21.2424242424242,0.316336155373487,14.2727272727273,19.9090909090909,0.709172836943622,8.42424242424242,26.2121212121212,34.6363636363636,12.3030303030303,6.81818181818182,5.18181818181818,11.2424242424242,16.1515151515152,71.2424242424242,25.1515151515152,60.6666666666667,0.414049247272384,5.81818181818182,18.4242424242424,0.307399852082392,12.4848484848485,17.7272727272727,0.720685389676662,11.6060606060606,27,38.6060606060606,11.1818181818182,6.57575757575758,3.09090909090909,12.4848484848485,16.4242424242424,68.6060606060606,71.2424242424242,68.6060606060606,105.266666666667,94.4090909090909,101.918181818182,49.5939393939394,16.0454545454545,23.4787878787879,35.4969696969697,97.9575757575758,46.1606060606061,17.8606060606061,30.6424242424242,29.4363636363636,69.4545454545455,69.7121212121212,NA,0.746672,84,105.688,147,96.2066,42,69.4093,68,-2.9292425123107,26,0.6116,0.6116,30,0.6929,0.6929,74,11.48,107,139,95.5,31,69.3,70,-0.077,332,8.9,35,109.4,36,100.5,44,5.34,38,0.484848484848485,0,1,0
