"","team","average_ pos","average_ fgm","average_ fga","average_ fg_pct","average_ tpm","average_ tpa","average_ tp_pct","average_ ftm","average_ fta","average_ ft_pct","average_ oreb","average_ dreb","average_ reb","average_ ast","average_ stl","average_ blk","average_ to","average_ pf","average_ pts","average_ opp_fgm","average_ opp_fga","average_ opp_fg_pct","average_ opp_tpm","average_ opp_tpa","average_ opp_tp_pct","average_ opp_ftm","average_ opp_fta","average_ opp_ft_pct","average_ opp_oreb","average_ opp_dreb","average_ opp_reb","average_ opp_ast","average_ opp_stl","average_ opp_blk","average_ opp_to","average_ opp_pf","average_ opp_pts","average_ pts_scored","average_ pts_allowed","average_ adj_o","average_ adj_d","average_ off_ppp","average_ off_efg","average_ off_to","average_ off_or","average_ off_ftr","average_ def_ppp","average_ def_efg","average_ def_to","average_ def_or","average_ def_ftr","average_ game_score","average_ tempo","average_ avg_marg","barthag","barthag_rk","adj_o.x","adj_o_rk.x","adj_d.x","adj_d_rk.x","adj_t.x","adj_t_rk.x","wab","nc_elite_sos","nc_fut_sos","nc_cur_sos","ov_elite_sos","ov_fut_sos","ov_cur_sos","rk","adj_em","adj_o.y","adj_o_rk.y","adj_d.y","adj_d_rk.y","adj_t.y","adj_t_rk.y","luck","luck_rk","sos_adj_em","sos_adj_em_rk","sos_opp_o","sos_opp_o_rk","sos_opp_d","sos_opp_d_rk","ncsos_adj_em","ncsos_adj_em_rk","win_percentage","is_ranked","is_unranked","rank"
"1","Kansas",69.1739583333333,30.25,61.6666666666667,0.493716051821202,7.16666666666667,20.5833333333333,0.345972457494197,10,13.5,0.727708810797046,9.33333333333333,28.4166666666667,37.75,18.0833333333333,6.83333333333333,4.5,10.25,14.25,77.6666666666667,22.8333333333333,58.5833333333333,0.395645330741757,7.16666666666667,23.6666666666667,0.308777468169976,12.8333333333333,17.5833333333333,0.677934549198781,9.16666666666667,23.5833333333333,32.75,11.5833333333333,6.16666666666667,3,11.5833333333333,13.75,65.6666666666667,77.6666666666667,65.6666666666667,114.616666666667,92.0666666666667,112.566666666667,55.3333333333333,14.8833333333333,28.5,22.2916666666667,94.8416666666667,45.8666666666667,16.7166666666667,23.925,30.775,83.375,69.175,4.812105,0.921034,15,116.151,33,93.811,11,69.6694,128,1.1114,27,0.6439,0.6439,38,0.7686,0.6609,9,24.48,117.7,27,93.2,7,70,113,0.026,145,7.49,28,110.9,18,103.4,46,7.49,27,0.818181818181818,1,0,7
"2","Memphis",71.7,25.8461538461538,56.5384615384615,0.456578100571696,8.07692307692308,20.0769230769231,0.418212569102325,19.3076923076923,26.1538461538462,0.744825900552494,11.2307692307692,24.6153846153846,35.8461538461538,12.8461538461538,7,4.23076923076923,14.1538461538462,18,79.0769230769231,26,61.0769230769231,0.427594258392703,9.30769230769231,26.6153846153846,0.35079541299996,14.2307692307692,19.3846153846154,0.740754597602657,12.2307692307692,22.8461538461538,35.0769230769231,15.6153846153846,7.61538461538461,4.46153846153846,13.4615384615385,20.3846153846154,75.5384615384615,79.0769230769231,75.5384615384615,114.8,98.9846153846154,110.3,52.8153846153846,19.6230769230769,32.2923076923077,46.4076923076923,105.407692307692,50.4153846153846,18.7846153846154,33.1,32.0461538461538,77.0076923076923,70.4384615384615,-1.07759384615385,0.846055,46,115.529,42,99.6182,69,70.9627,74,2.77555,35,0.7846,0.7846,22,0.6382,0.7846,36,17.97,116.2,37,98.3,49,71.2,61,0.145,19,14.03,4,114.4,3,100.3,6,14.03,4,0.769230769230769,1,0,21
"3","North Carolina",75.6330357142857,29.7142857142857,63.1428571428571,0.473321688122438,7.5,23.7142857142857,0.317835998195019,18.4285714285714,24.7142857142857,0.736205760262324,10,28.5,38.5,14.1428571428571,6.92857142857143,3.64285714285714,11.1428571428571,19.2857142857143,85.3571428571429,27.8571428571429,64.7142857142857,0.430368394220739,9.21428571428571,26.5714285714286,0.345790630709152,14.7142857142857,20.3571428571429,0.734166999130404,10.7857142857143,25.7142857142857,36.5,14.1428571428571,5.28571428571429,3.14285714285714,11.6428571428571,20,79.6428571428571,85.3571428571429,79.6428571428571,116.642857142857,101.178571428571,113.185714285714,53.3285714285714,14.6785714285714,27.9285714285714,41.1142857142857,105.121428571429,50.15,15.4071428571429,27.4642857142857,32.4285714285714,80.3642857142857,75,-0.6564895,0.836761,50,116.705,31,101.244,87,74.4763,9,0.115589,37,0.6922,0.6922,34,0.7158,0.6992,29,19.64,119.1,18,99.5,58,74.6,5,-0.045,269,11.89,7,112.6,8,100.8,8,13.31,5,0.615384615384615,0,1,0
"4","UCLA",68.1807692307692,27.8461538461538,58.8461538461538,0.473336853710683,7.61538461538461,20.5384615384615,0.374293038680076,14.0769230769231,20.4615384615385,0.672705084703413,11.3846153846154,23.2307692307692,34.6153846153846,16.6153846153846,9.30769230769231,2.69230769230769,11.4615384615385,17.7692307692308,77.3846153846154,20.1538461538462,50.3076923076923,0.401162921424333,6.30769230769231,21.3076923076923,0.292186255773212,12.0769230769231,17.3846153846154,0.689812887634574,9,22,31,12,5.92307692307692,2.15384615384615,18.1538461538462,19,58.6923076923077,77.3846153846154,58.6923076923077,111.015384615385,87.0538461538462,113.646153846154,53.8769230769231,16.7076923076923,34.1538461538462,36.0076923076923,86.1615384615385,46.3307692307692,26.3923076923077,28.1384615384615,35.4384615384615,88.7230769230769,68.1769230769231,8.15097538461539,0.924066,12,112.005,76,90.129,4,67.1981,241,1.56004,19,0.4579,0.4579,33,0.6953,0.5035,13,22.93,112.6,69,89.6,4,66.8,254,-0.004,193,0.27,157,107.4,102,107.1,225,-2.84,258,0.846153846153846,1,0,15
"5","Bradley",69.6596153846154,28.1538461538462,56.8461538461538,0.498691050359177,10.3076923076923,23.6153846153846,0.445168127206103,14,18.4615384615385,0.76398562975486,8.38461538461539,26.3846153846154,34.7692307692308,15.6153846153846,7.07692307692308,3.69230769230769,12.2307692307692,16.8461538461538,80.6153846153846,23.9230769230769,58.3846153846154,0.412266711814202,7.38461538461539,23.9230769230769,0.305513696690824,15.9230769230769,21.0769230769231,0.743895496612888,10.4615384615385,22.6153846153846,33.0769230769231,11.1538461538462,7.38461538461539,2.69230769230769,11.9230769230769,17.9230769230769,71.1538461538462,80.6153846153846,71.1538461538462,113.838461538462,102.507692307692,116.523076923077,59.0615384615385,17.4384615384615,27.2692307692308,33.5461538461538,102.369230769231,47.6,17.0461538461538,28.1846153846154,35.7692307692308,70.4461538461538,67.7615384615385,4.918899,0.760503,79,113.503,64,102.653,116,66.1721,283,0.465384,14,0.4421,0.4421,14,0.4909,0.4383,84,9.93,113.8,56,103.9,125,66,294,0.079,61,-3,269,105,250,108,280,-2.99,265,0.846153846153846,0,1,0
"6","Tulsa",71.7333333333333,24.9166666666667,61.1666666666667,0.405652020611528,8.41666666666667,28.5833333333333,0.290404441910609,16,23.1666666666667,0.679771424953981,12.0833333333333,26.75,38.8333333333333,13.3333333333333,6.41666666666667,3.25,12,17.75,74.25,27.25,62.3333333333333,0.437649029400281,6,18.8333333333333,0.311732265180541,14.25,21.5,0.664336330052443,12.5833333333333,26.8333333333333,39.4166666666667,11.9166666666667,7,3.91666666666667,11.4166666666667,18.0833333333333,74.75,74.25,74.75,101.466666666667,108.941666666667,103.4,47.6166666666667,16.6833333333333,30.8416666666667,37.4833333333333,103.983333333333,48.6166666666667,15.6,32.1166666666667,34.1083333333333,35.3416666666667,69.3833333333333,0.469358083333334,0.330802,246,102.544,239,109.023,231,68.5954,184,-6.61919,7,0.2934,0.2934,12,0.4366,0.3012,256,-7.58,102.4,248,110,247,68.8,175,-0.139,354,-8.82,356,100.4,364,109.2,330,-8.82,353,0.461538461538462,0,1,0
"7","Massachusetts",72.8230769230769,26.3076923076923,64.0769230769231,0.40897558897829,5.30769230769231,20.5384615384615,0.244515644072449,15.3846153846154,23.6153846153846,0.642973128612275,13.4615384615385,24.0769230769231,37.5384615384615,13.2307692307692,8.15384615384615,5.53846153846154,10.9230769230769,18.3076923076923,73.3076923076923,26.4615384615385,60.6153846153846,0.440840619920261,8.07692307692308,23.4615384615385,0.345199413423284,16,21.3076923076923,0.741565994376625,11.3846153846154,27.7692307692308,39.1538461538462,15.3846153846154,5.76923076923077,4.15384615384615,13.5384615384615,20,77,73.3076923076923,77,102.223076923077,107.484615384615,100.461538461538,45,15.0615384615385,32.7461538461538,37.8461538461538,105.6,50.8461538461538,18.5,31.2,36.2,39.2769230769231,72.1923076923077,-1.55941230769231,0.365377,224,102.882,231,107.942,211,72.1724,41,-6.17586,13,0.4346,0.4346,18,0.5426,0.4601,211,-3.74,103.5,223,107.2,188,72.1,37,-0.082,317,-1.27,216,103.9,305,105.2,103,-1.27,207,0.384615384615385,0,1,0
"8","Ohio St.",70.9567307692308,29.4615384615385,58.3846153846154,0.502359480599851,8.46153846153846,21.3846153846154,0.390501674330197,15.3846153846154,22.0769230769231,0.69754722060099,8.53846153846154,26.9230769230769,35.4615384615385,14.9230769230769,7.15384615384615,4.07692307692308,10.3846153846154,18.8461538461538,82.7692307692308,22.6153846153846,59.3076923076923,0.381019779284289,6.84615384615385,24.0769230769231,0.282056549688129,17.7692307692308,22.9230769230769,0.762951903169295,11,22.4615384615385,33.4615384615385,10,4.07692307692308,3.61538461538462,12,19.2307692307692,69.8461538461538,82.7692307692308,69.8461538461538,115.323076923077,97.0538461538462,116.230769230769,57.4,14.7076923076923,27.8692307692308,37.9615384615385,98.3615384615385,43.9307692307692,16.8307692307692,28.7923076923077,39.6692307692308,76.3769230769231,70.3076923076923,2.74653846153846,0.859814,40,115.756,36,98.8662,59,68.7588,175,0.625502,27,0.5581,0.5581,37,0.7427,0.5981,28,20.22,118.3,25,98,44,68.8,173,0.01,172,5.82,41,109.8,38,104,62,3.05,75,0.692307692307692,0,1,0
"9","Mississippi",69.7884615384615,27.8461538461538,61.3076923076923,0.455106884688583,9.23076923076923,26.0769230769231,0.35495266600777,15.9230769230769,21.5384615384615,0.738291919177198,10.6153846153846,24.6153846153846,35.2307692307692,16.3846153846154,10.2307692307692,5,9,17.3846153846154,80.8461538461538,22.0769230769231,53.6923076923077,0.412958301936952,7.76923076923077,24.6923076923077,0.320596363852657,13.4615384615385,20,0.667287376837462,9.92307692307692,26,35.9230769230769,13,5.38461538461539,4.15384615384615,16.3846153846154,18.0769230769231,65.5384615384615,80.8461538461538,65.5384615384615,114.184615384615,97.1538461538462,116.2,53.1153846153846,12.8153846153846,29.0692307692308,35.6384615384615,93.8461538461539,48.6153846153846,23.4846153846154,28.5153846153846,37,77.8461538461539,69.0846153846154,5.20661315384615,0.863992,36,116.115,34,98.8709,61,68.9201,166,1.04448,18,0.4593,0.4593,37,0.7061,0.4593,34,18.26,116.7,32,98.4,51,68.8,174,-0.004,194,-3.59,290,104.1,297,107.7,259,-3.59,283,0.846153846153846,1,0,24
"10","Florida",72.0240384615385,31.3076923076923,66.2307692307692,0.473997952999261,9.69230769230769,28.1538461538462,0.342881627183958,15.0769230769231,20.5384615384615,0.732318182906418,15.3076923076923,30.3846153846154,45.6923076923077,16.1538461538462,8.53846153846154,5.38461538461539,11.0769230769231,15.7692307692308,87.3846153846154,22.9230769230769,62.1538461538462,0.367929621709708,6,22.5384615384615,0.264487233898999,11.6153846153846,16,0.75572613660849,11.2307692307692,21.6923076923077,32.9230769230769,9.30769230769231,6.15384615384615,2.84615384615385,13.7692307692308,16.9230769230769,63.4615384615385,87.3846153846154,63.4615384615385,119.992307692308,92.0307692307692,121.492307692308,54.6538461538462,15.2230769230769,40.9538461538462,31.8923076923077,88.1153846153846,41.6461538461538,19.2384615384615,26.9615384615385,26.1615384615385,92.0846153846154,72.0307692307692,11.0921844615385,0.943509,8,121.367,9,95.0107,19,70.7136,84,2.48679,14,0.4763,0.4763,34,0.7054,0.4763,6,27.62,122,8,94.3,12,70.8,78,0.029,143,-1.06,208,105,253,106,145,-1.06,201,1,1,0,6
