"","team","average_ pos","average_ fgm","average_ fga","average_ fg_pct","average_ tpm","average_ tpa","average_ tp_pct","average_ ftm","average_ fta","average_ ft_pct","average_ oreb","average_ dreb","average_ reb","average_ ast","average_ stl","average_ blk","average_ to","average_ pf","average_ pts","average_ opp_fgm","average_ opp_fga","average_ opp_fg_pct","average_ opp_tpm","average_ opp_tpa","average_ opp_tp_pct","average_ opp_ftm","average_ opp_fta","average_ opp_ft_pct","average_ opp_oreb","average_ opp_dreb","average_ opp_reb","average_ opp_ast","average_ opp_stl","average_ opp_blk","average_ opp_to","average_ opp_pf","average_ opp_pts","average_ pts_scored","average_ pts_allowed","average_ adj_o","average_ adj_d","average_ off_ppp","average_ off_efg","average_ off_to","average_ off_or","average_ off_ftr","average_ def_ppp","average_ def_efg","average_ def_to","average_ def_or","average_ def_ftr","average_ game_score","average_ tempo","average_ avg_marg","barthag","barthag_rk","adj_o.x","adj_o_rk.x","adj_d.x","adj_d_rk.x","adj_t.x","adj_t_rk.x","wab","nc_elite_sos","nc_fut_sos","nc_cur_sos","ov_elite_sos","ov_fut_sos","ov_cur_sos","rk","adj_em","adj_o.y","adj_o_rk.y","adj_d.y","adj_d_rk.y","adj_t.y","adj_t_rk.y","luck","luck_rk","sos_adj_em","sos_adj_em_rk","sos_opp_o","sos_opp_o_rk","sos_opp_d","sos_opp_d_rk","ncsos_adj_em","ncsos_adj_em_rk","win_percentage","is_ranked","is_unranked","rank"
"1","Kansas",69.7567567567568,28.2432432432432,57.6756756756757,0.491948168006676,7.81081081081081,18.8918918918919,0.411639062589729,15.8648648648649,22.2432432432432,0.725093853300178,10.5135135135135,27.1081081081081,37.6216216216216,15.4594594594595,6.59459459459459,4.08108108108108,12.5405405405405,19,80.1621621621622,22.9459459459459,57.5945945945946,0.397708440261736,6.08108108108108,18.7297297297297,0.319907679303291,15.5405405405405,21.4864864864865,0.725789881885011,10.4864864864865,22.1621621621622,32.6486486486486,10.8918918918919,6.51351351351351,3.35135135135135,12.972972972973,20.5135135135135,67.5135135135135,80.1621621621622,67.5135135135135,120.121621621622,90.8135135135135,114.162162162162,56.0837837837838,17.9162162162162,32.0540540540541,39.4810810810811,96.0918918918919,45.0216216216216,18.3756756756757,27.7324324324324,37.9162162162162,92.5864864864865,69.2810810810811,NA,0.966188,2,120.948,8,90.3629,4,70.1047,113,11.606199794077,26,0.6073,0.6073,38,0.7575,0.7575,3,29.67,120,10,90.4,3,69,123,0.044,75,12.61,3,111.4,8,98.8,4,3.62,66,0.868421052631579,1,0,1
"2","Memphis",73.5882352941177,25.7941176470588,62.4705882352941,0.413347054010852,6.05882352941176,18.6764705882353,0.319261565448805,18.9117647058824,26.1764705882353,0.722740771688449,12.8235294117647,27.6470588235294,40.4705882352941,15.0294117647059,7.6764705882353,5.44117647058824,12.1764705882353,20.0294117647059,76.5588235294118,24.2647058823529,60.6470588235294,0.40180752203692,5.97058823529412,19.5882352941176,0.307980577362675,15.7941176470588,23.2647058823529,0.66982490325344,11.6470588235294,26.7058823529412,38.3529411764706,12.6764705882353,6.73529411764706,4.79411764705882,14.0294117647059,21.2058823529412,70.2941176470588,76.5588235294118,70.2941176470588,105.214705882353,95.8,103.235294117647,46.1529411764706,16.3411764705882,31.9735294117647,43.6,94.8705882352941,45.1794117647059,18.9029411764706,29.2735294117647,39.3058823529412,66.9117647058823,73.6264705882353,NA,0.746363,77,105.902,132,96.4151,44,74.3383,11,-5.6182153129265,12,0.4187,0.4187,20,0.5574,0.5574,75,10.1,107.5,124,97.4,47,73.4,12,-0.098,341,2.01,110,104.3,186,102.3,80,-6.79,322,0.558823529411765,0,1,0
"3","North Carolina",69.6,30.875,64.025,0.485173853507549,5.6,17.125,0.329386988828165,15.425,20.65,0.748585414408167,14.2,26.4,40.6,17.7,6.725,4.425,10.775,17.95,82.775,24.825,59.625,0.418182207774605,7.7,21.25,0.364691450830769,12.625,18.125,0.691837867676288,11.3,20.725,32.025,10.85,5.625,3.05,12.775,18.35,70.025,82.775,70.025,122.575,95.23,118.2875,52.9325,15.35,39.7925,32.475,100.41,48.33,18.1075,29.455,30.6825,92.3725,70.06,NA,0.953144,4,123.289,1,94.8752,26,71.6308,57,8.5373599173429,21,0.6027,0.6027,34,0.7412,0.7412,2,29.82,124.4,1,94.6,21,70.5,60,-0.055,305,11.45,8,111.7,4,100.2,18,3.13,77,0.825,1,0,3
"4","UCLA",71.96875,28.59375,63,0.456274655638166,6.25,17.21875,0.357198181706233,14.0625,20.34375,0.679297152338264,12.28125,27.3125,39.59375,15.6875,5.46875,3.4375,12.25,18.625,77.5,26.875,62.5625,0.431201258746883,8.375,23.65625,0.35118757213105,14.59375,21.1875,0.686035994603995,11.90625,25.21875,37.125,14.4375,6.65625,3.0625,11.6875,19.34375,76.71875,77.5,76.71875,111.759375,99.51875,107.10625,50.646875,16.675,32.271875,32.65,105.8875,49.859375,16.059375,30.1875,34.340625,70.259375,71.6375,NA,0.784283,67,111.577,56,99.7303,103,70.3585,102,-3.8727831175795,27,0.6244,0.6244,32,0.7159,0.7159,69,10.75,112.6,51,101.9,118,69.5,98,-0.056,307,9.61,23,110.5,18,100.9,42,4.6,44,0.46875,0,1,0
"5","Bradley",67.3870967741936,18.9354838709677,50.0322580645161,0.377986732836607,5.16129032258065,18.6451612903226,0.277477933449627,12.8387096774194,19.1612903225806,0.685526258770932,8.64516129032258,25.1935483870968,33.8387096774194,9.12903225806452,4.35483870967742,2.64516129032258,17.258064516129,23.4193548387097,55.8709677419355,23.1935483870968,52.5806451612903,0.444035157367835,5.87096774193548,17,0.342965524748283,18.2258064516129,27.4516129032258,0.663736029337447,9.16129032258064,26.0967741935484,35.258064516129,12.5161290322581,7.7741935483871,3.12903225806452,11.5161290322581,20.1612903225806,70.4838709677419,55.8709677419355,70.4838709677419,86.6516129032258,102.11935483871,82.3516129032258,42.9741935483871,25.3903225806452,24.7967741935484,38.9290322580645,104.070967741935,50.0290322580645,16.9774193548387,26.0709677419355,53.3387096774194,20.3935483870968,67.3354838709677,NA,0.139347,323,86.1004,349,100.871,125,68.0228,228,-17.74641326558,26,0.6064,0.6064,22,0.5902,0.5902,323,-16.03,86.6,350,102.6,129,67,236,0.017,128,3.37,94,105.1,150,101.7,67,4.52,45,0.15625,0,1,0
"6","Tulsa",68.875,25.65625,57.78125,0.445170488031811,6.84375,20.96875,0.330526434086969,15.46875,22.875,0.67145486198517,10.125,24.96875,35.09375,13.59375,6.75,2.78125,10.8125,17.59375,73.625,23.65625,56.84375,0.418735712769481,7.53125,21,0.365806296075619,14.75,19.65625,0.753789096876732,10.9375,26.0625,37,12.03125,5.28125,3.375,14.15625,20.34375,69.59375,73.625,69.59375,109.046875,98.971875,106.33125,50.5,15.628125,27.740625,40.375,100.509375,48.59375,20.415625,30.625,35.1375,69.703125,68.834375,NA,0.748562,76,109.488,83,99.5786,100,69.3273,148,-1.1912851617973,17,0.5558,0.5558,23,0.6296,0.6296,65,11.5,111.2,69,99.7,79,68.4,149,-0.003,181,5.54,76,107,84,101.4,60,1.46,127,0.625,0,1,0
"7","Massachusetts",72.34375,25.53125,59.46875,0.429757657200819,7.3125,22.15625,0.324804901547477,15.15625,21.6875,0.701593013899897,9.59375,26.0625,35.65625,13.84375,6.46875,3.53125,12.78125,20.875,73.53125,25.71875,60.25,0.429127326999846,6.71875,21.46875,0.306315107306175,17.6875,24.25,0.726633196242125,11.40625,27.40625,38.8125,14.65625,5.75,3.4375,12.4375,18.96875,75.84375,73.53125,75.84375,102.584375,101.703125,100.515625,49.109375,17.509375,25.559375,37.134375,104.00625,48.63125,17.01875,29.90625,40.946875,49.790625,71.725,NA,0.539443,150,102.128,192,100.733,122,71.6032,58,-8.6665699492026,14,0.4667,0.4667,21,0.5927,0.5927,167,-0.29,102.8,204,103.1,140,70.8,57,0.008,158,3,97,106.4,96,103.4,110,-2.99,250,0.4375,0,1,0
"8","Ohio St.",68.0571428571429,25.0285714285714,57,0.440082967257075,6.25714285714286,18.7142857142857,0.332132752967301,14.0285714285714,20.5142857142857,0.688809024575836,10.8285714285714,27.2285714285714,38.0571428571429,11.3428571428571,5.45714285714286,5.25714285714286,12.8857142857143,17.7428571428571,70.3428571428571,23.9714285714286,59.3428571428571,0.406296410097457,7.34285714285714,22,0.33623990395151,12.7428571428571,18.0571428571429,0.698589992007225,11.1714285714286,24.9714285714286,36.1428571428571,12.2,5,2.22857142857143,11.7428571428571,19,68.0285714285714,70.3428571428571,68.0285714285714,105.431428571429,96.1942857142857,102.482857142857,49.5457142857143,18.7485714285714,29.8885714285714,36.5314285714286,99.4142857142857,46.8314285714286,17.08,29.1085714285714,30.8085714285714,69.5085714285714,67.6942857142857,NA,0.735021,82,105.619,139,96.6522,47,68.5153,192,-1.1045785895609,19,0.4726,0.4726,28,0.6273,0.6273,76,10,107,138,97,43,67.5,203,0.049,65,6.23,68,107.9,68,101.7,65,-3.41,264,0.6,0,1,0
"9","Mississippi",69.96875,24.875,59.875,0.417415721171475,7.875,23.3125,0.335910050906497,17.53125,24.71875,0.707035590303788,13.25,25.1875,38.4375,12.875,7.5625,3.125,12.0625,19.875,75.15625,24.34375,56.84375,0.429652959234725,7.78125,21.90625,0.357952688996739,15.59375,23.125,0.683814622989929,11.34375,25.03125,36.375,14.34375,6.59375,4.28125,14.21875,21.15625,72.0625,75.15625,72.0625,110.534375,100.85625,106.65625,48.334375,17.171875,34.840625,41.93125,102.246875,49.878125,20.071875,30.790625,41.01875,68.78125,70.025,NA,0.755618,75,111.002,61,100.624,119,69.4043,146,-1.43373576597,16,0.4609,0.4609,25,0.6226,0.6226,77,9.88,111.9,61,102,121,68.5,144,0.022,117,4.44,82,105.9,110,101.4,58,-3.59,267,0.625,0,1,0
"10","Florida",69.8055555555556,25.8333333333333,60.6666666666667,0.427848398210927,7.16666666666667,22.4722222222222,0.313116859710849,15.5277777777778,23.9722222222222,0.645594379619035,13.0555555555556,26.8611111111111,39.9166666666667,13.3611111111111,6.52777777777778,4.25,11.25,19.4444444444444,74.3611111111111,24.1111111111111,58.5833333333333,0.412609305229182,6.47222222222222,18.8611111111111,0.345388742135108,14.1666666666667,20.8888888888889,0.681607626030933,11.25,26.6111111111111,37.8611111111111,11.4722222222222,5.33333333333333,3.5,13.0833333333333,20.3333333333333,68.8611111111111,74.3611111111111,68.8611111111111,109.580555555556,92.3611111111111,105.4,48.7472222222222,15.9805555555556,32.7527777777778,40.5305555555556,97.8833333333333,46.8138888888889,18.6055555555556,29.4333333333333,36.7444444444444,80.9,70.0777777777778,NA,0.87025,34,110.025,74,93.2438,14,69.8624,123,0.1139987885347,29,0.6481,0.6481,33,0.7294,0.7294,35,16.64,110.5,85,93.9,14,69.2,110,-0.056,306,10.21,19,110.7,16,100.5,27,6.76,20,0.583333333333333,0,1,0
"11","Davidson",70.90625,27.09375,61.28125,0.446927801472245,9.59375,27.0625,0.358546093634033,15.125,19.8125,0.773199157870127,9.28125,25.46875,34.75,14.90625,4.5625,3.125,10.125,17.40625,78.90625,28.71875,62.375,0.462113442731625,7.40625,21.5625,0.336031035997597,13.46875,19.09375,0.704542702088574,11.3125,28.0625,39.375,13.90625,5.53125,3.25,11.28125,19.5,78.3125,78.90625,78.3125,112.796875,105.984375,110.359375,52.63125,14.225,24.74375,32.771875,109.540625,52.14375,15.74375,30.671875,30.9375,62.140625,71.20625,NA,0.676658,109,113.008,41,105.979,213,71.2854,67,-2.0887238555134,23,0.5575,0.5575,24,0.6324,0.6324,106,6.73,114.3,31,107.6,223,70.2,77,0.078,30,4.81,78,107.7,71,102.9,97,2.02,106,0.606060606060606,0,1,0
"12","Texas",66.8787878787879,24.6666666666667,57.030303030303,0.433657671235382,7.03030303030303,20.6363636363636,0.337248650408381,15,22.5151515151515,0.661763089971519,10.969696969697,23.4242424242424,34.3939393939394,11.4242424242424,5.09090909090909,4.33333333333333,10.3636363636364,20.8484848484848,71.3636363636364,23.4848484848485,55.8484848484849,0.424994401990422,6.33333333333333,18.3636363636364,0.347383783653861,14.969696969697,21.4242424242424,0.696339512983026,11.030303030303,24.7575757575758,35.7878787878788,11.0606060606061,4.51515151515152,3.24242424242424,12.4242424242424,20.2424242424242,68.2727272727273,71.3636363636364,68.2727272727273,112.066666666667,94.960606060606,106.036363636364,49.6151515151515,15.3818181818182,30.0363636363636,40.5030303030303,101.663636363636,48.2515151515152,18.3424242424242,30.9060606060606,39.3787878787879,78.5939393939394,66.7666666666667,NA,0.862703,37,112.225,47,95.6493,33,66.2976,303,3.2248542636041,25,0.6323,0.6323,37,0.7615,0.7615,39,16.19,113,49,96.8,40,65.3,306,0.022,118,12.54,4,111.5,7,99,5,5.55,31,0.606060606060606,0,1,0
"13","Xavier",71.9117647058823,27.2941176470588,60.4117647058824,0.455609890748469,7.5,20.6470588235294,0.363192714774453,18.4117647058824,25.2058823529412,0.724571738073211,12.8235294117647,28.0882352941176,40.9117647058824,16.1176470588235,7.23529411764706,2.97058823529412,12.6176470588235,19.9705882352941,80.5,24.5294117647059,59.1176470588235,0.417415488791791,7.44117647058824,23.9411764705882,0.316110398060177,13.8529411764706,19.8529411764706,0.686489286166693,9.85294117647059,23.5882352941176,33.4411764705882,13.4117647058824,6.05882352941176,3.5,13.9705882352941,22.8529411764706,70.3529411764706,80.5,70.3529411764706,116.652941176471,93.9294117647059,111.288235294118,51.7941176470588,17.3911764705882,34.4529411764706,42.3529411764706,97.085294117647,48.1088235294118,19.2470588235294,25.6617647058824,34.4205882352941,84.2823529411765,72.4294117647059,NA,0.922949,13,116.997,20,94.2762,24,72.3827,43,7.7180934408062,19,0.5864,0.5864,30,0.7004,0.7004,14,22.52,117.1,18,94.6,22,71.9,32,0.047,68,8.16,45,108.2,64,100,16,1.73,116,0.823529411764706,1,0,9
"14","Louisville",65.9354838709677,27.9354838709677,59.5806451612903,0.467687547530808,6,17.2903225806452,0.348606990804525,13.0967741935484,18.9677419354839,0.692459489675145,13.3870967741935,24.7741935483871,38.1612903225806,13.5161290322581,7.16129032258065,4.80645161290323,11.3870967741935,19.258064516129,74.9677419354839,20.3548387096774,52.1290322580645,0.394641913746238,5.90322580645161,18.3870967741935,0.321796834114734,14.5161290322581,21.0967741935484,0.660970703257191,10.2258064516129,21.3870967741935,31.6129032258065,10.4838709677419,5.45161290322581,2.90322580645161,14.3548387096774,17.9032258064516,61.1290322580645,74.9677419354839,61.1290322580645,112.638709677419,88.8354838709677,112.312903225806,51.841935483871,17.0903225806452,38.0548387096774,32.3645161290323,92.4225806451613,45.2516129032258,21.6096774193548,28.8096774193548,41.6903225806452,88.6225806451613,66.4451612903226,NA,0.925041,11,111.505,57,89.6183,2,67.1292,266,4.2885826596286,15,0.402,0.402,32,0.6502,0.6502,7,24.68,113.4,42,88.8,2,66.1,268,-0.025,242,7.49,55,110.4,23,102.9,95,-7.4,331,0.741935483870968,1,0,16
"15","Villanova",66.9,27.15,56.175,0.486764469260106,8.675,23.975,0.36585388012516,14.975,19.15,0.78993194355924,8.775,25.85,34.625,15.925,7.05,3.4,11,17.025,77.95,22.65,56.175,0.404575728960135,7.125,21,0.346191701809075,11.15,16.85,0.647019355472529,10.75,22.3,33.05,12.75,5.8,2.175,13.85,18.925,63.575,77.95,63.575,121.4975,89.7825,116.165,56.4225,16.2925,27.9425,34.64,94.485,46.85,20.5875,29.3875,30.4225,93.3625,67.18,NA,0.970287,1,123.051,3,90.8731,6,66.641,289,8.9299114524666,26,0.5883,0.5883,35,0.7251,0.7251,1,32.01,122.8,3,90.8,5,66,274,0.023,114,10.74,13,110.5,19,99.7,9,2.98,83,0.875,1,0,6
"16","Michigan St.",66.9428571428571,28.8285714285714,59.3714285714286,0.487718035557005,9.17142857142857,21.1142857142857,0.432204226667397,12.9714285714286,17.8,0.741158527092467,12.2,29.3428571428571,41.5428571428571,20.5428571428571,4.45714285714286,5.05714285714286,11.8857142857143,19.1714285714286,79.8,22.1142857142857,57.8571428571429,0.384582596800687,5.82857142857143,18.8,0.304829805080656,14.0857142857143,19.7142857142857,0.703750818163732,9.42857142857143,20.7142857142857,30.1428571428571,10.7714285714286,5.34285714285714,3.28571428571429,9.57142857142857,17.3142857142857,64.1428571428571,79.8,64.1428571428571,120.957142857143,94.5,118.237142857143,56.5228571428571,17.6457142857143,36.3542857142857,30.2857142857143,94.9771428571429,43.4971428571429,14.2114285714286,23.9828571428571,34.4942857142857,87.8714285714286,66.9285714285714,NA,0.94283,6,122.544,4,96.0378,38,67.5784,250,7.2421764850033,20,0.5316,0.5316,27,0.6465,0.6465,5,27.97,123.4,2,95.5,26,66.5,254,-0.012,210,7.19,57,107.5,73,100.3,22,0.4,157,0.828571428571429,1,0,2
"17","Wisconsin",63.9714285714286,23.3142857142857,54.7714285714286,0.429787296974315,6.54285714285714,18.7428571428571,0.354254508212189,14.6285714285714,20.8,0.683450268843382,11.3714285714286,23.7142857142857,35.0857142857143,11.4285714285714,5.85714285714286,3.25714285714286,11.0285714285714,16.8285714285714,67.8,22.6571428571429,53.0857142857143,0.429766601134414,5.74285714285714,15.3714285714286,0.386089675268136,12.6571428571429,17.8571428571429,0.716430685062386,9.08571428571429,22.9428571428571,32.0285714285714,10.6,5.42857142857143,3.31428571428571,11.9714285714286,19.9142857142857,63.8,67.8,63.8,108.985714285714,94.4057142857143,105.262857142857,48.9971428571429,16.9285714285714,32.8542857142857,39.6228571428571,99.0428571428571,48.4371428571429,18.6,27.4314285714286,34.24,77.4628571428571,63.9142857142857,NA,0.850889,40,108.824,92,93.531,19,64.0403,342,0.42087271102434,21,0.5758,0.5758,31,0.6985,0.6985,38,16.55,110.1,89,93.6,13,63.3,344,-0.022,235,9.57,25,110.3,24,100.7,36,1.24,134,0.628571428571429,0,1,0
"18","Stanford",67.2413793103448,23.2413793103448,54.8965517241379,0.425746289830038,5.6551724137931,17.7931034482759,0.325700740087486,17,24.8620689655172,0.691633126465003,10.9310344827586,22.8275862068966,33.7586206896552,11.5172413793103,6.68965517241379,2.96551724137931,11.8275862068966,20.2758620689655,69.1379310344828,24.6206896551724,54.8275862068966,0.451504216748286,7.79310344827586,21.1379310344828,0.371836542622628,14.448275862069,21.8965517241379,0.651371781543343,10.7931034482759,24.5862068965517,35.3793103448276,14.2758620689655,5.3448275862069,3.20689655172414,13.4137931034483,21.5862068965517,71.4827586206897,69.1379310344828,71.4827586206897,106.768965517241,99.3758620689655,102.241379310345,47.8172413793103,17.3862068965517,30.2206896551724,45.8379310344828,105.503448275862,52.3172413793103,19.8344827586207,32.2896551724138,41.0758620689655,61.9655172413793,67.0965517241379,NA,0.680048,108,106.705,119,99.9333,109,66.7076,287,-2.609442289331,25,0.5855,0.5855,33,0.7328,0.7328,101,7.46,108,117,100.5,94,65.8,293,0.04,82,10.41,17,110.8,13,100.4,24,2.43,94,0.5,0,1,0
"19","Washington St.",71.1,25.9,56.9333333333333,0.455383004308427,5.96666666666667,17.2666666666667,0.340216341710318,12.6666666666667,17.7333333333333,0.728006597541304,7.93333333333333,25.8666666666667,33.8,13.6666666666667,4.86666666666667,4.3,14.0666666666667,20,70.4333333333333,27.1333333333333,61.1333333333333,0.444300040444994,6.8,18.9666666666667,0.352131483108181,16.8333333333333,22.9,0.733569578820149,10.8666666666667,25.2,36.0666666666667,12.3666666666667,6.7,3.1,10.5333333333333,17.0333333333333,77.9,70.4333333333333,77.9,102.04,103.526666666667,98.11,50.7933333333333,19.7533333333333,23.9666666666667,31.6133333333333,108.973333333333,49.9933333333333,14.74,29.2233333333333,37.83,46.3066666666667,70.4933333333333,NA,0.418514,195,101.101,211,104.034,179,69.6926,131,-10.359349434754,16,0.4785,0.4785,29,0.6892,0.6892,186,-2.19,103.7,187,105.9,188,68.8,132,-0.051,294,8.11,46,109.2,43,101.1,47,-3.61,268,0.290322580645161,0,1,0
"20","West Virginia",70.8,26.9428571428571,60.0571428571429,0.447209242101524,5.97142857142857,18.3714285714286,0.320583802465848,18.6857142857143,27.7714285714286,0.672401073207961,15.9428571428571,23.4857142857143,39.4285714285714,14.5714285714286,9.8,2.65714285714286,14.2285714285714,23.4571428571429,78.5428571428571,20.7428571428571,48.9428571428571,0.428300118393933,5.88571428571429,17.7714285714286,0.323003491729344,19.3428571428571,27.0857142857143,0.708627947409559,8.74285714285714,22.0571428571429,30.8,10.6,7,3.65714285714286,17.8285714285714,23.2,66.7142857142857,78.5428571428571,66.7142857142857,114.5,89.3057142857143,109.965714285714,49.6628571428571,19.9,41.6428571428571,47.1857142857143,94.16,48.8342857142857,24.8514285714286,26.6142857142857,56.5057142857143,89.1885714285714,70.7342857142857,NA,0.939593,7,114.813,26,90.438,5,70.8686,87,7.4143898866978,22,0.5525,0.5525,36,0.7295,0.7295,8,24.45,115.3,27,90.9,6,69.5,104,0.003,171,11.24,9,110.9,11,99.6,7,0.72,149,0.742857142857143,1,0,8
"21","Tennessee",70.4117647058823,26.1764705882353,62.2352941176471,0.422840611077495,7.38235294117647,22.5588235294118,0.331198725092077,15.3823529411765,21.2058823529412,0.717016351408611,12.5882352941176,25.4117647058824,38,13.4705882352941,5.29411764705882,4.58823529411765,11.1764705882353,19.4705882352941,75.1176470588235,26.0588235294118,61.2058823529412,0.428868146037798,7.29411764705882,21.3529411764706,0.343101668687855,15.7647058823529,22.8235294117647,0.689967304044908,13.4117647058824,26.6176470588235,40.0294117647059,13.8529411764706,6,3.52941176470588,12.2647058823529,20.3235294117647,75.1764705882353,75.1176470588235,75.1764705882353,110.594117647059,101.852941176471,105.926470588235,48.3470588235294,15.7411764705882,31.8676470588235,35.0382352941176,106.320588235294,48.9176470588235,17.2823529411765,34.7264705882353,38.1647058823529,64.6470588235294,70.8941176470588,NA,0.715373,93,110.535,63,102.022,137,69.954,119,-5.8353720251468,22,0.567,0.567,29,0.6875,0.6875,103,7.31,111,74,103.7,150,68.8,128,-0.051,295,7.81,50,108.7,54,100.9,41,1.99,108,0.441176470588235,0,1,0
"22","Western Kentucky",69.3125,26.625,57.15625,0.465513652414595,6.75,18.59375,0.367273001526739,15.9375,22.65625,0.703010183186409,11.46875,26.5,37.96875,13.21875,4.125,3.6875,13.28125,18.0625,75.9375,28.0625,61.3125,0.461837421531899,8.09375,21.71875,0.382935887833465,12.125,18.375,0.659866111915047,10.59375,22.6875,33.28125,14.5625,6.375,2.9375,10.46875,19.28125,76.34375,75.9375,76.34375,107.5875,108.05625,108.96875,52.553125,18.94375,33.771875,40.225,109.421875,52.86875,14.975,27.890625,30.4875,48.221875,68.459375,NA,0.50902,159,108.149,101,107.811,252,67.815,237,-9.527566644606,20,0.5239,0.5239,14,0.4767,0.4767,169,-0.66,108.6,102,109.2,263,67,233,0.01,152,-1.73,192,105.3,137,107,240,0.13,166,0.529411764705882,0,1,0
